saqa_id;name;type;field_study;subfield_study
6625;Bachelor of Veterinary Science Honours;Honours Degree;Health Sciences and Social Services;Promotive Health and Developmental Services
102060;Postgraduate Diploma in Art and Social Design;Postgraduate Diploma;Culture and Arts;Design Studies
103078;Diploma in Informatics;Diploma (Min 360);Physical, Mathematical, Computer and Life Sciences;Information Technology and Computer Sciences
81321;Master of Medicine in Neurosurgery;Master's Degree;Health Sciences and Social Services;Curative Health
97225;Occupational Certificate: Nuclear Power Plant Process Controller;Occupational Certificate;Manufacturing, Engineering and Technology;Manufacturing and Assembly
74094;National Diploma: Interior Design;National Diploma;Culture and Arts;Design Studies
81042;Bachelor of Arts Honours: Latin Literature;Honours Degree;Communication Studies and Language;Literature
6809;Bachelor of Home Economics: Clothing Management;National First Degree(Min 480);Services;Wholesale and Retail
93619;Diploma in Sustainable Energy;Diploma (Min 360);Manufacturing, Engineering and Technology;Engineering and Related Design
96653;Master of Development Studies;Master's Degree;Human and Social Studies;Public Policy, Politics and Democratic Citizenship
15905;Doctor of Philosophy in Xitsonga;Doctoral Degree;Communication Studies and Language;Language
21375;Master of Philosophy: Operations Research;Master's Degree;Physical, Mathematical, Computer and Life Sciences;Information Technology and Computer Sciences
101894;Advanced Diploma in Agricultural Extension and Community Development;Advanced Diploma;Agriculture and Nature Conservation;Secondary Agriculture
96895;Master of Business Studies in Finance;Master's Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
96579;Master of Science in Horticultural Sciences;Master's Degree;Agriculture and Nature Conservation;Horticulture
99722;Bachelor of Education in Intermediate Phase Teaching;National First Degree;Education, Training and Development;Schooling
35968;Diploma: Graphic Design;Advanced Certificate;Culture and Arts;Design Studies
74613;Master of Medical Science: Genetic Counselling;Master's Degree;Health Sciences and Social Services;Promotive Health and Developmental Services
48731;Bachelor of Architectural Studies;National First Degree;Physical Planning and Construction;Physical Planning, Design and Management
8115;Master of Psychology;Master's Degree;Human and Social Studies;General Social Science
101935;Bachelor of Arts in Visual Multimedia Arts;National First Degree;Culture and Arts;Visual Arts
15759;Bachelor of Arts Honours;Honours Degree;Human and Social Studies;General Social Science
16520;Doctor of Philosophy: Dental Science;Doctoral Degree;Health Sciences and Social Services;Curative Health
13964;Bachelor of Science Honours: Agriculture: Plant Production;Honours Degree;Agriculture and Nature Conservation;Primary Agriculture
101856;Higher Certificate in Professional Cookery;Higher Certificate;Services;Hospitality, Tourism, Travel, Gaming and Leisure
15564;Doctor of Philosophy: Educational Guidance and Counselling;Doctoral Degree;Education, Training and Development;Higher Education and Training
78283;Bachelor of Accounting;National First Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
81244;Master of Arts: English Studies: Literature;Master's Degree;Communication Studies and Language;Literature
97343;Diploma in Information and Communication Technology in Applications Development;Diploma (Min 360);Physical, Mathematical, Computer and Life Sciences;Information Technology and Computer Sciences
58722;National Certificate: Engineering Fabrication;National Certificate;Manufacturing, Engineering and Technology;Engineering and Related Design
8023;Bachelor of Arts: Human Ecology: Commercial;National First Degree(Min 480);Human and Social Studies;Environmental Relations
96367;Occupational Certificate: Chemist (Surface Coatings Technologist);Occupational Certificate;Manufacturing, Engineering and Technology;Manufacturing and Assembly
19509;Bachelor of Consumer Science;National First Degree;Services;Consumer Services
73845;Bachelor of Technology: Quality;B Tech;Business, Commerce and Management Studies;Project Management
71852;Diploma in Graphic Design;National Diploma;Culture and Arts;Design Studies
81296;Master of Commerce: Project Leadership and Management;Master's Degree;Business, Commerce and Management Studies;Generic Management
65352;Bachelor of Technology: Human Resources Management;B Tech;Business, Commerce and Management Studies;Human Resources
91677;Diploma in Casino Resort Management;Diploma (Min 360);Services;Hospitality, Tourism, Travel, Gaming and Leisure
91728;Higher Certificate in Human Resource Practices;Higher Certificate;Business, Commerce and Management Studies;Human Resources
21594;Doctor of Philosophy in Geography;Doctoral Degree;Human and Social Studies;General Social Science
57804;National Certificate: Public Administration;National Certificate;Business, Commerce and Management Studies;Public Administration
100889;Master of Science in Applied Radiation Science;Master's Degree;Physical, Mathematical, Computer and Life Sciences;Earth and Space Sciences
100955;Diploma in Traffic Safety and Municipal Police Management;Diploma (Min 360);Law, Military Science and Security;Justice in Society
36025;Diploma: Tourism Management and Public Relations;Advanced Certificate;Services;Hospitality, Tourism, Travel, Gaming and Leisure
21782;Advanced Diploma: Management: Marketing;Advanced Diploma;Business, Commerce and Management Studies;Marketing
73739;Bachelor of Arts Honours in Industrial Sociology;Honours Degree;Human and Social Studies;General Social Science
21031;Certificate: Accounting Administration;National Certificate;Business, Commerce and Management Studies;Finance, Economics and Accounting
96572;Doctor of Philosophy in Arts and Social Sciences;Doctoral Degree;Human and Social Studies;General Social Science
86185;Postgraduate Diploma in Child and Family Studies;Postgraduate Diploma;Human and Social Studies;People/Human-Centred Development
73868;Doctor of Literature and Philosophy: Audio-Visual Communication;Doctoral Degree;Culture and Arts;Film, Television and Video
3795;Master of Education: Applied Language Studies;Master's Degree;Education, Training and Development;Higher Education and Training
6943;Bachelor of Science Honours: Botany;Honours Degree;Physical, Mathematical, Computer and Life Sciences;Environmental Sciences
83929;Bachelor of Science Honours;Honours Degree;Physical, Mathematical, Computer and Life Sciences;Physical Sciences
93994;National Diploma: Labour Relations Practice: Dispute Resolution;National Diploma;Business, Commerce and Management Studies;Human Resources
15493;Master of Veterinary Medicine: Equine Surgery;Master's Degree;Health Sciences and Social Services;Curative Health
73930;Doctor of Technology: Somatology;Doctoral Degree;Health Sciences and Social Services;Promotive Health and Developmental Services
48828;Master: Business Administration;Master's Degree;Business, Commerce and Management Studies;Generic Management
99532;Higher Certificate in Radio Broadcasting;Higher Certificate;Communication Studies and Language;Communication Studies
81324;Master of Medicine in Orthopaedic Surgery;Master's Degree;Health Sciences and Social Services;Curative Health
3397;Master of Science in Audiology;Master's Degree;Health Sciences and Social Services;Preventive Health
50356;Diploma: Facility Management;Advanced Certificate;Services;Cleaning, Domestic, Hiring, Property and Rescue Services
22434;National Diploma: Building Construction: Manufacturing;Advanced Certificate;Physical Planning and Construction;Building Construction
14655;Doctor of Philosophy in Community Health;Doctoral Degree;Health Sciences and Social Services;Curative Health
21735;Master of Commerce in Industrial Psychology;Master's Degree;Business, Commerce and Management Studies;Public Relations
